Density,Truck Ratio,Lane Changing Probability,Slowdown Counts
0.0,0.3,0.3,0
0.010101010101010102,0.3,0.3,0
0.020202020202020204,0.3,0.3,0
0.030303030303030304,0.3,0.3,4999
0.04040404040404041,0.3,0.3,4999
0.05050505050505051,0.3,0.3,10000
0.06060606060606061,0.3,0.3,75
0.07070707070707072,0.3,0.3,161
0.08080808080808081,0.3,0.3,20000
0.09090909090909091,0.3,0.3,19998
0.10101010101010102,0.3,0.3,10011
0.11111111111111112,0.3,0.3,107
0.12121212121212122,0.3,0.3,15025
0.13131313131313133,0.3,0.3,25003
0.14141414141414144,0.3,0.3,25010
0.15151515151515152,0.3,0.3,34996
0.16161616161616163,0.3,0.3,25012
0.17171717171717174,0.3,0.3,140
0.18181818181818182,0.3,0.3,323
0.19191919191919193,0.3,0.3,174
0.20202020202020204,0.3,0.3,30094
0.21212121212121213,0.3,0.3,25000
0.22222222222222224,0.3,0.3,153
0.23232323232323235,0.3,0.3,30000
0.24242424242424243,0.3,0.3,49985
0.25252525252525254,0.3,0.3,222
0.26262626262626265,0.3,0.3,45005
0.27272727272727276,0.3,0.3,40024
0.2828282828282829,0.3,0.3,45001
0.29292929292929293,0.3,0.3,380
0.30303030303030304,0.3,0.3,30024
0.31313131313131315,0.3,0.3,25020
0.32323232323232326,0.3,0.3,464
0.33333333333333337,0.3,0.3,198
0.3434343434343435,0.3,0.3,289
0.3535353535353536,0.3,0.3,342
0.36363636363636365,0.3,0.3,35016
0.37373737373737376,0.3,0.3,55017
0.38383838383838387,0.3,0.3,45039
0.393939393939394,0.3,0.3,307
0.4040404040404041,0.3,0.3,233
0.4141414141414142,0.3,0.3,45007
0.42424242424242425,0.3,0.3,616
0.43434343434343436,0.3,0.3,170
0.4444444444444445,0.3,0.3,60003
0.4545454545454546,0.3,0.3,44997
0.4646464646464647,0.3,0.3,298
0.4747474747474748,0.3,0.3,220
0.48484848484848486,0.3,0.3,277
0.494949494949495,0.3,0.3,239
0.5050505050505051,0.3,0.3,391
0.5151515151515152,0.3,0.3,266
0.5252525252525253,0.3,0.3,277
0.5353535353535354,0.3,0.3,473
0.5454545454545455,0.3,0.3,433
0.5555555555555556,0.3,0.3,54994
0.5656565656565657,0.3,0.3,55007
0.5757575757575758,0.3,0.3,365
0.5858585858585859,0.3,0.3,277
0.595959595959596,0.3,0.3,246
0.6060606060606061,0.3,0.3,280
0.6161616161616162,0.3,0.3,209
0.6262626262626263,0.3,0.3,335
0.6363636363636365,0.3,0.3,341
0.6464646464646465,0.3,0.3,210
0.6565656565656566,0.3,0.3,466
0.6666666666666667,0.3,0.3,69980
0.6767676767676768,0.3,0.3,305
0.686868686868687,0.3,0.3,273
0.696969696969697,0.3,0.3,429
0.7070707070707072,0.3,0.3,79991
0.7171717171717172,0.3,0.3,238
0.7272727272727273,0.3,0.3,407
0.7373737373737375,0.3,0.3,297
0.7474747474747475,0.3,0.3,299
0.7575757575757577,0.3,0.3,278
0.7676767676767677,0.3,0.3,236
0.7777777777777778,0.3,0.3,357
0.787878787878788,0.3,0.3,512
0.797979797979798,0.3,0.3,343
0.8080808080808082,0.3,0.3,392
0.8181818181818182,0.3,0.3,277
0.8282828282828284,0.3,0.3,69982
0.8383838383838385,0.3,0.3,322
0.8484848484848485,0.3,0.3,330
0.8585858585858587,0.3,0.3,318
0.8686868686868687,0.3,0.3,138
0.8787878787878789,0.3,0.3,291
0.888888888888889,0.3,0.3,295
0.8989898989898991,0.3,0.3,363
0.9090909090909092,0.3,0.3,404
0.9191919191919192,0.3,0.3,252
0.9292929292929294,0.3,0.3,366
0.9393939393939394,0.3,0.3,290
0.9494949494949496,0.3,0.3,415
0.9595959595959597,0.3,0.3,343
0.9696969696969697,0.3,0.3,386
0.9797979797979799,0.3,0.3,294
0.98989898989899,0.3,0.3,285
1.0,0.3,0.3,79986
